t_h,T_room_C,RH_pct,T_product_max_C,T_product_aged_max_C,inventory_kg,P_pv_bus_W,P_load_W,P_compressor_elec_W,P_pcm_charge_elec_W,P_compressor_total_W,Q_evap_delivered_W,Q_evap_used_W,Q_pcm_cooling_W,Q_pcm_charge_W,Q_evap_cycle_W,Q_evap_airside_limit_W,Q_evap_sensible_W,Q_evap_latent_W,room_gains_W,product_heat_W,condensate_kg_s,battery_soc,battery_floor_soc,battery_soc_hard_clamped,pcm_soc,pcm_energy_residual_W,pcm_energy_clamped,unmet_W,refrigeration_unmet_W,electrical_unmet_W,refrigeration_required_W,refrigeration_delivered_W,curtailment_W,refrig_residual_W,bus_residual_W,condenser_adequate,condenser_capacity_W,condenser_margin_W,condenser_limited,inventory_violation,refrig_feasible,refrig_cycle_hard_failure,compressor_fraction_actual,thermal_power_budget_W,battery_available_above_reserve_W,fan_only_mode,fan_power_W,fan_only_airflow_m3_h,compressor_power_possible,min_compressor_power_W,fan_energy_savings_W,_f_thermal,_f_power,_f_condenser,compressor_commanded_fraction,dispatch_limiting_cause,daytime,night_room_sensible_demand_W,night_pcm_cooling_W,emergency_pcm_used,dispatch_violation,dispatch_removed_kg,dispatch_shortfall_kg
11.0,4.0,94.99999999999999,20.43481588124427,4.000000000000002,4453.571428571428,5919.96793372023,2892.430925006148,1406.2302719423071,961.2006530638407,2367.430925006148,5851.973851494704,9851.973851494704,0.0,4000.0,9851.973851494706,14400.0,3470.5619725889937,2381.41187890571,3470.561972588992,2524.601922738275,2.5893173970158257e-05,0.9489302608481729,0.2,False,0.8873892189608501,0.0,False,0.0,0.0,0.0,5851.973851494704,5851.973851494704,2904.1453266567687,4.547473508864641e-13,0.0,True,23806.08442631875,11887.343377293677,False,False,True,False,0.4862998788076171,27016.337400699635,21621.369466979406,False,250.0,0.0,True,1800.2366540906219,0.0,0.4862998788076171,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,765.0,0.0
12.0,4.0,94.99999999999999,20.43481588124427,4.000000000000003,4672.142857142857,6207.883674107025,3498.1440577982635,2011.943404734423,961.2006530638406,2973.1440577982635,8372.626041488113,12372.626041488113,0.0,3537.5677390010683,12372.626041488113,14400.0,5003.4436384907,3369.1824029974123,5003.4436384906985,4033.520964914072,2.7487767974822546e-05,0.9490189775645971,0.2,False,1.0,0.0,True,0.0,0.0,0.0,8372.626041488113,8372.626041488113,2677.7708706855956,9.094947017729282e-13,0.0,True,22239.748493462495,7271.567689516498,False,False,True,False,0.7386471735712414,27392.93338942755,21710.049715320525,False,250.0,0.0,True,1800.2366540906219,0.0,0.7386471735712414,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,765.0,0.0
13.0,4.0,94.99999999999999,20.43481588124427,4.000000000000003,4890.714285714285,5897.051988359589,2904.7034168296386,2379.7034168296386,0.0,2379.7034168296386,9903.045359964333,9903.045359964333,0.0,0.0,9903.045359964335,14400.0,5932.833543403018,3970.2118165613156,5932.833543403016,4944.6700178871915,2.8783651246105937e-05,0.9490215503493733,0.2,False,0.996254917628142,0.0,False,0.0,0.0,0.0,9903.045359964333,9903.045359964333,2963.0310910633816,0.0,0.0,True,21217.742069187494,9237.215626330884,False,False,True,False,0.49141274485592434,27084.673430882012,21712.621442522424,False,250.0,0.0,True,1800.2366540906219,0.0,0.49141274485592434,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,765.0,0.0
14.0,4.0,94.99999999999999,20.43481588124427,4.000000000000003,5000.0,4614.955419651217,2627.9820075370303,2102.9820075370303,0.0,2102.9820075370303,8751.479728332459,8751.479728332459,0.0,0.0,8751.47972833246,14400.0,5226.690808545933,3524.788919786526,5226.690808545931,4233.212000227257,2.9525197208795507e-05,0.9490216249601318,0.2,False,0.9925029171844458,0.0,False,0.0,0.0,0.0,8751.479728332459,8751.479728332459,1957.7328183371571,-2.2737367544323206e-13,0.0,True,20562.324905793746,9974.941884881458,False,False,True,False,0.37612731474435157,25802.651442262497,21712.69602261128,False,250.0,0.0,True,1800.2366540906219,0.0,0.37612731474435157,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,765.0,0.0
15.0,4.0,94.99999999999999,13.986916276031652,4.000000000000003,5000.0,3255.891351707455,1663.249834328176,1338.249834328176,0.0,1338.249834328176,5569.075843061429,5569.075843061429,0.0,0.0,5569.075843061429,14400.0,3316.355247123647,2252.7205959377816,3316.3552471236453,2549.5137126156123,2.1227376688152715e-05,0.9490216271238437,0.2,False,0.9887889505293634,0.0,False,0.0,9.094947017729282e-13,0.0,5569.07584306143,5569.075843061429,1563.4031533162447,2.2737367544323206e-13,0.0,True,20517.88984386875,13780.521895438824,False,False,True,False,0.05753079655693279,24643.589537141306,21712.698185433852,False,250.0,0.0,True,1800.2366540906219,0.0,0.05753079655693279,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,765.0,0.0
16.0,4.0,94.99999999999999,10.042048394308319,4.000000000000003,5000.0,1763.1213588081328,325.0,0.0,0.0,0.0,3905.4003857296434,3905.4003857296434,0.0,0.0,4994.410971189185,14400.0,2300.9281881775314,1604.472197552112,2300.9281881775296,1540.8658559661305,2.110535457350916e-05,0.9490216271865914,0.2,False,0.9851525792151945,0.0,False,0.0,0.0,0.0,3905.4003857296434,3905.4003857296434,1408.8830594068038,0.0,0.0,True,21017.784290525004,14975.6355845596,False,False,True,False,1e-09,23150.81960696384,21712.698248155706,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,765.0,0.0
17.0,4.0,94.99999999999999,7.653573553657958,4.000000000000003,5000.0,447.7054159796627,325.0,0.0,0.0,0.0,2889.2660298208957,2889.2660298208957,0.0,0.0,4994.410971189185,14400.0,1681.7103888779602,1207.5556409429355,1681.7103888779584,931.6383184325825,2.078386579630073e-05,0.9490216271884112,0.2,False,0.9816549592448879,0.0,False,0.0,0.0,0.0,2889.2660298208957,2889.2660298208957,93.46711845352468,0.0,0.0,True,22361.94491375625,16319.796207790849,False,False,True,False,1e-09,21835.40366595431,21712.698249974645,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,765.0,0.0
18.0,4.0,94.99999999999999,6.209155822803543,4.000000000000003,5000.0,0.0,325.0,0.0,0.0,0.0,131.89444364181708,131.89444364181708,1299.1514827606516,0.0,4994.410971189185,14400.0,0.0,131.89444364181708,1299.1514827606497,563.3132458651331,2.026561512434552e-05,0.93686110038425,0.2,False,0.9359612135415546,0.0,False,0.0,0.0,0.0,131.89444364181708,131.89444364181708,0.0,0.0,0.0,True,24617.024306449995,18574.875600484593,False,False,True,False,1e-09,21387.698250027395,21712.698250027395,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,1299.1514827606516,1299.1514827606516,False,False,765.0,0.0
19.0,4.0,94.99999999999999,5.335770829300245,4.000000000000003,5000.0,0.0,325.0,0.0,0.0,0.0,128.81067726454816,128.81067726454816,1063.2775139674739,0.0,4994.410971189185,14400.0,2.2737367544323206e-13,128.81067726454793,1063.2775139674723,340.6080389669407,1.9791793628840736e-05,0.9247127341068928,0.2,False,0.8986277052794317,0.0,False,0.0,0.0,0.0,128.81067726454816,128.81067726454816,0.0,0.0,0.0,True,26783.23357529375,20741.084869328348,False,False,True,False,1e-09,21035.18793593775,21360.18793593775,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,1063.277513967474,1063.2775139674739,False,False,765.0,0.0
20.0,4.0,94.99999999999999,4.807676093435011,4.000000000000003,5000.0,0.0,325.0,0.0,0.0,0.0,125.82956671134035,125.82956671134035,915.5953225075355,0.0,4994.410971189185,14400.0,0.0,125.82956671134035,915.5953225075336,205.94919067051848,1.933374522705596e-05,0.9125765161958129,0.2,False,0.8663935572426291,0.0,False,0.0,0.0,0.0,125.82956671134035,125.82956671134035,0.0,0.0,0.0,True,28982.769140581255,22940.620434615852,False,False,True,False,1e-09,20683.030132162196,21008.030132162196,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,915.5953225075355,915.5953225075355,False,False,765.0,0.0
21.0,4.0,94.99999999999999,4.488362674445112,4.000000000000003,5000.0,0.0,325.0,0.0,0.0,0.0,123.02131623972927,123.02131623972927,821.4781481597563,0.0,4994.410971189185,14400.0,2.2737367544323206e-13,123.02131623972905,821.4781481597547,124.52751333335101,1.8902256821183528e-05,0.9004524345026441,0.2,False,0.8373991384996107,0.0,False,0.0,0.0,0.0,123.02131623972927,123.02131623972927,0.0,0.0,0.0,True,31160.087174906246,25117.938468940843,False,False,True,False,1e-09,20331.22448619041,20656.22448619041,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,821.4781481597565,821.4781481597563,False,False,765.0,0.0
22.0,4.0,94.99999999999999,4.2952892890170995,4.000000000000003,5000.0,0.0,325.0,0.0,0.0,0.0,121.73677488350053,121.73677488350053,766.182879334115,0.0,4994.410971189185,14400.0,5.684341886080801e-13,121.73677488349996,766.1828793341137,75.29576421967776,1.8704886712042746e-05,0.8883404768911686,0.2,False,0.8102925672308875,0.0,False,0.0,0.0,0.0,121.73677488350053,121.73677488350053,0.0,0.0,0.0,True,32193.202364662495,26151.053658697092,False,False,True,False,1e-09,19979.770645864603,20304.770645864603,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,766.1828793341156,766.182879334115,False,False,765.0,0.0
23.0,4.0,94.99999999999999,4.178547150857342,4.000000000000003,5000.0,0.0,325.0,0.0,0.0,0.0,121.23409766305437,121.23409766305437,733.9642821175801,0.0,4994.410971189185,14400.0,2.2737367544323206e-13,121.23409766305414,733.9642821175785,45.527706792768754,1.862765022807841e-05,0.8762406312373046,0.2,False,0.7842745257542613,0.0,False,0.0,0.0,0.0,121.23409766305437,121.23409766305437,0.0,0.0,0.0,True,32604.226687468752,26562.07798150335,False,False,True,False,1e-09,19628.668259379116,19953.668259379116,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,733.9642821175803,733.9642821175801,False,False,765.0,0.0
24.0,4.0,94.99999999999999,4.107958826346688,4.000000000000003,5000.0,0.0,325.0,0.0,0.0,0.0,120.42894009141402,120.42894009141402,712.1048365173772,0.0,4994.410971189185,14400.0,2.2737367544323206e-13,120.42894009141379,712.1048365173756,27.52840226153252,1.8503937560502906e-05,0.8641528854290942,0.2,False,0.7590254157366482,0.0,False,0.0,0.0,0.0,120.42894009141402,120.42894009141402,0.0,0.0,0.0,True,33270.75261634375,27228.603910378348,False,False,True,False,1e-09,19277.91697528012,19602.91697528012,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,712.1048365173774,712.1048365173772,False,False,765.0,0.0
