t_h,T_room_C,RH_pct,T_product_max_C,T_product_aged_max_C,inventory_kg,P_pv_bus_W,P_load_W,P_compressor_elec_W,P_pcm_charge_elec_W,P_compressor_total_W,Q_evap_delivered_W,Q_evap_used_W,Q_pcm_cooling_W,Q_pcm_charge_W,Q_evap_cycle_W,Q_evap_airside_limit_W,Q_evap_sensible_W,Q_evap_latent_W,room_gains_W,product_heat_W,condensate_kg_s,battery_soc,battery_floor_soc,battery_soc_hard_clamped,pcm_soc,pcm_energy_residual_W,pcm_energy_clamped,unmet_W,refrigeration_unmet_W,electrical_unmet_W,refrigeration_required_W,refrigeration_delivered_W,curtailment_W,refrig_residual_W,bus_residual_W,condenser_adequate,condenser_capacity_W,condenser_margin_W,condenser_limited,inventory_violation,refrig_feasible,refrig_cycle_hard_failure,compressor_fraction_actual,thermal_power_budget_W,battery_available_above_reserve_W,fan_only_mode,fan_power_W,fan_only_airflow_m3_h,compressor_power_possible,min_compressor_power_W,fan_energy_savings_W,_f_thermal,_f_power,_f_condenser,compressor_commanded_fraction,dispatch_limiting_cause,daytime,night_room_sensible_demand_W,night_pcm_cooling_W,emergency_pcm_used,dispatch_violation,dispatch_removed_kg,dispatch_shortfall_kg
2829.0,4.0,94.99999999999999,4.488362674445112,4.000002785274403,5000.0,0.0,325.0,0.0,0.0,0.0,162.73894900605654,162.73894900605654,957.5695171959233,0.0,4786.230365999586,14400.0,0.0,162.73894900605654,957.5695171959214,124.52822355402476,2.5004881291690764e-05,0.9125765161958669,0.2,False,0.8607134129700537,0.0,False,0.0,0.0,0.0,162.73894900605654,162.73894900605654,0.0,2.2737367544323206e-13,0.0,True,17774.02477,11801.903680633459,False,False,True,False,1e-09,20683.03013216376,21008.03013216376,False,250.0,0.0,True,2037.6129226721173,0.0,1e-09,1.0,0.9920553931385728,1.0,NONE,False,957.5695171959233,957.5695171959233,False,False,90269.9999999988,0.0
2830.0,4.0,94.99999999999999,4.2952892890170995,4.000001684120716,5000.0,0.0,325.0,0.0,0.0,0.0,161.61058611309736,161.61058611309736,905.1184066243295,0.0,4796.864906941533,14400.0,0.0,161.61058611309736,905.1184066243277,75.29619365576399,2.4831508043524195e-05,0.9004524345026981,0.2,False,0.8272731512672876,0.0,False,0.0,0.0,0.0,161.61058611309736,161.61058611309736,0.0,-2.2737367544323206e-13,0.0,True,17774.02477,11798.162010870346,False,False,True,False,1e-09,20331.22448619197,20656.22448619197,False,250.0,0.0,True,2025.7695014263295,0.0,1e-09,1.0,0.9914342370281571,1.0,NONE,False,905.1184066243295,905.1184066243295,False,False,90269.9999999988,0.0
2831.0,4.0,94.99999999999999,4.178547150857342,4.000001018306341,5000.0,0.0,325.0,0.0,0.0,0.0,159.91878459892618,159.91878459892618,870.6240869159112,0.0,4813.018691133647,14400.0,6.821210263296962e-13,159.9187845989255,870.6240869159101,45.52796645199567,2.4571562306567237e-05,0.8883404768912223,0.2,False,0.7950266600139375,1.1368683772161603e-13,False,0.0,0.0,0.0,159.91878459892618,159.91878459892618,0.0,0.0,0.0,True,17774.02477,11792.511946261671,False,False,True,False,1e-09,19979.770645866163,20304.770645866163,False,250.0,0.0,True,2007.7218733121897,0.0,1e-09,1.0,0.9904977402489086,1.0,NONE,False,870.6240869159119,870.6240869159112,False,False,90269.9999999988,0.0
2832.0,4.0,94.99999999999999,4.107958826346688,4.000000615720591,5000.0,0.0,325.0,0.0,0.0,0.0,155.80374340213444,155.80374340213444,840.9897353454144,0.0,4853.410767665179,14400.0,0.0,155.80374340213444,840.9897353454126,27.528559264904196,2.393928517030321e-05,0.8762406312373581,0.2,False,0.7639047758063298,0.0,False,0.0,0.0,0.0,155.80374340213444,155.80374340213444,0.0,-2.2737367544323206e-13,0.0,True,17774.02477,11778.561664329489,False,False,True,False,1e-09,19628.668259380673,19953.668259380673,False,250.0,0.0,True,1962.2892366344129,0.0,1e-09,1.0,0.9881930437665647,1.0,NONE,False,840.9897353454144,840.9897353454144,False,False,90269.9999999988,0.0
2833.0,4.0,94.99999999999999,4.065277480654332,4.00000037229646,5000.0,0.0,325.0,0.0,0.0,0.0,151.63231430139948,151.63231430139948,817.8028319119325,0.0,4896.071803220378,14400.0,5.684341886080801e-13,151.6323143013989,817.8028319119312,16.645188315397945,2.329834401812259e-05,0.8641528854291478,0.2,False,0.733705765971661,0.0,False,0.0,0.0,0.0,151.63231430139948,151.63231430139948,0.0,0.0,0.0,True,17774.02477,11764.10481294831,False,False,True,False,1e-09,19277.916975281674,19602.916975281674,False,250.0,0.0,True,1913.8284391814695,0.0,1e-09,1.0,0.985815947220897,1.0,NONE,False,817.802831911933,817.8028319119325,False,False,90269.9999999988,0.0
2834.0,4.0,94.99999999999999,4.039470135279958,4.0000002251096625,5000.0,0.0,325.0,0.0,0.0,0.0,148.37503641531885,148.37503641531885,801.2103519420125,0.0,4930.697109496809,14400.0,0.0,148.37503641531885,801.2103519420107,10.064540297561624,2.279786243474674e-05,0.8520772273667457,0.2,False,0.7041848034835618,-1.1368683772161603e-13,False,0.0,0.0,0.0,148.37503641531885,148.37503641531885,0.0,-2.2737367544323206e-13,0.0,True,17774.02477,11752.581831536732,False,False,True,False,1e-09,18927.51644246677,19252.51644246677,False,250.0,0.0,True,1874.133722998226,0.0,1e-09,1.0,0.9839294328170981,1.0,NONE,False,801.2103519420125,801.2103519420125,False,False,90269.9999999988,0.0
2835.0,4.0,94.99999999999999,4.023865681754286,4.000000136112924,5000.0,0.0,325.0,0.0,0.0,0.0,145.92358998097956,145.92358998097956,789.4416241569888,0.0,4957.579029425449,14400.0,0.0,145.92358998097956,789.441624156987,6.085540726959053,2.2421197060796765e-05,0.840013644962406,0.2,False,0.6751557280830535,0.0,False,0.0,0.0,0.0,145.92358998097956,145.92358998097956,0.0,4.547473508864641e-13,0.0,True,17774.02477,11743.766804022323,False,False,True,False,1e-09,18577.46631018468,18902.46631018468,False,250.0,0.0,True,1843.0909525891216,0.0,1e-09,1.0,0.9824911253563804,1.0,NONE,False,789.4416241569888,789.4416241569888,False,False,90269.9999999988,0.0
2836.0,4.0,94.99999999999999,4.014430423446916,4.000000082300901,5000.0,0.0,325.0,0.0,0.0,0.0,143.52485853820886,143.52485853820886,779.188678840611,0.0,4984.6152676055635,14400.0,7.958078640513122e-13,143.52485853820806,779.18867884061,3.6796321386330018,2.205263135883363e-05,0.8279621261404707,0.2,False,0.6465697614077432,0.0,False,0.0,0.0,0.0,143.52485853820886,143.52485853820886,0.0,-4.547473508864641e-13,0.0,True,17774.02477,11735.017307012404,False,False,True,False,1e-09,18227.766228034878,18552.766228034878,False,250.0,0.0,True,1811.670435177403,0.0,1e-09,1.0,0.9810676624419421,1.0,NONE,False,779.1886788406118,779.188678840611,False,False,90269.9999999988,0.0
2837.0,4.0,94.99999999999999,4.008725379102983,4.000000049763374,5000.0,78.154622723275,325.0,0.0,0.0,0.0,141.62367783048958,141.62367783048958,771.3442983365057,0.0,4994.410971189185,14400.0,0.0,141.62367783048958,771.3442983365039,2.22489558169866,2.1760514455038392e-05,0.8186187540904847,0.2,False,0.6183294176154671,0.0,False,0.0,0.0,0.0,141.62367783048958,141.62367783048958,0.0,0.0,0.0,True,18396.115636950002,12353.9669309846,False,False,True,False,1e-09,17956.5704686905,18203.415845967225,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,771.3442983365057,771.3442983365057,False,False,90269.9999999988,0.0
2838.0,4.0,94.99999999999999,4.0052758147237215,4.000000030089504,5000.0,940.8381972085689,325.0,0.0,0.0,0.0,1399.1958524716738,2938.791345493096,0.0,1539.5954930214216,4994.410971189185,14400.0,768.3122579762312,630.8835944954426,768.3122579762294,1.3452867468701284,2.1663782218106205e-05,0.8377891161789579,0.2,False,0.6655457993079055,0.0,False,0.0,0.0,0.0,1399.1958524716738,1399.1958524716738,0.0,0.0,0.0,True,18773.813663312507,12731.664957347104,False,False,True,False,1e-09,18548.407634213487,17932.569437004917,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,90269.9999999988,0.0
2839.0,4.0,94.99999999999999,4.003190029988441,4.000000018193667,4890.714285714285,2822.837677553175,1622.6009009473298,336.4002478834893,961.2006530638405,1297.6009009473298,1399.916851122432,5399.9168511224325,0.0,3999.9999999999995,5399.9168511224325,14400.0,769.1357603306787,630.7810907917533,769.1357603306769,0.8134298284333712,2.1567353873321158e-05,0.8759088162910567,0.2,False,0.7929800565504931,0.0,False,0.0,0.0,0.0,1399.916851122432,1399.916851122432,0.0,0.0,0.0,True,17818.459831925007,11285.737394275555,False,False,True,False,0.040595967479677475,20986.119089035008,18488.281411481832,False,250.0,0.0,True,1800.2366540906219,0.0,0.040595967479677475,1.0,0.9830090107938917,1.0,NONE,True,0.0,0.0,False,False,90379.28571428452,0.0
2840.0,4.0,94.99999999999999,4.001928856842033,4.00000001100083,4672.142857142857,4832.963836318638,1682.1706538768167,353.8920538262812,1003.2786000505355,1357.1706538768167,1410.9422998096659,5410.942299809665,0.0,3999.999999999999,5410.942299809665,14400.0,775.7627293183341,635.1795704913318,775.7627293183341,0.4918416741443007,2.1593936462036993e-05,0.9469013556724407,0.2,False,0.9201872174639322,0.0,False,0.0,0.0,0.0,1410.9422998096659,1410.9422998096659,936.606480136847,-4.547473508864641e-13,0.0,True,17774.02477,11178.272489355873,False,False,True,False,0.047315842624263145,24101.262133657816,19593.298297339177,False,250.0,0.0,True,1859.763432987987,0.0,0.047315842624263145,1.0,0.9832596222435308,1.0,NONE,True,0.0,0.0,False,False,90597.85714285594,0.0
2841.0,4.0,94.99999999999999,4.0011662864394815,4.000000006651669,4453.571428571428,6266.957574320716,1767.2001838013136,380.3318352691824,1061.8683485321312,1442.2001838013136,1432.6892247798235,5432.689224779823,0.0,2556.834210341552,5432.689224779823,14400.0,787.7005164440943,644.9887083357291,787.7005164440943,0.29739287147946003,2.193156657394825e-05,0.9489601393145007,0.2,False,1.0,0.0,True,0.0,0.0,0.0,1432.6892247798235,1432.6892247798235,4407.155589309062,-6.821210263296962e-13,0.0,True,17774.02477,11082.29478476163,False,False,True,False,0.05745248820199223,27593.19322572168,21651.235651400963,False,250.0,0.0,True,1940.3449813987563,0.0,0.05745248820199223,1.0,0.9871064089811646,1.0,NONE,True,0.0,0.0,False,False,90816.42857142736,0.0
2842.0,4.0,94.99999999999999,4.0007051970002525,4.000155892832032,4235.0,6932.880920046894,325.0,0.0,0.0,0.0,1454.0776916931602,1454.0776916931602,0.0,0.0,4803.727613265941,14400.0,799.209788663391,654.8679030297692,799.209788663391,0.1798190854007384,2.232194259555465e-05,0.9490198440401205,0.2,False,0.9952929454894883,0.0,False,0.0,0.0,0.0,1454.0776916931602,1454.0776916931602,6576.8050809682945,0.0,0.0,True,17774.02477,11795.756719314611,False,False,True,False,1e-09,28318.796754715648,21710.915834668755,False,250.0,0.0,True,2018.1107131793242,0.0,1e-09,1.0,0.9910353441752147,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2843.0,4.0,94.99999999999999,20.43481588124427,4.000155892832032,4453.571428571428,7536.6051467104235,2308.613414744653,1783.6134147446526,0.0,1783.6134147446526,6122.626348050002,6122.626348050002,0.0,0.0,6122.626348050003,14400.0,3584.7969029413816,2537.8294451086203,3584.79690294138,2524.7106506419086,3.8735163348515006e-05,0.9490215754771634,0.2,False,0.9904451429223158,0.0,False,0.0,0.0,0.0,6122.626348050002,6122.626348050002,5198.700145788993,4.547473508864641e-13,0.0,True,17774.02477,10094.303910877916,False,False,True,False,0.14430052006875224,28724.251706693944,21712.64655998352,False,250.0,0.0,True,2076.2206755874486,0.0,0.14430052006875224,1.0,0.9941171572161381,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2844.0,4.0,94.99999999999999,20.43481588124427,4.000155892832032,4672.142857142857,8601.670894795225,3114.45690620695,2589.45690620695,0.0,2589.45690620695,8650.502920810402,8650.502920810402,0.0,0.0,8650.502920810402,14400.0,5119.366697708991,3531.136223101412,5119.366697708989,4033.586707418559,4.1015017998909146e-05,0.9490216256888377,0.2,False,0.9855152560286109,0.0,False,0.0,0.0,0.0,8650.502920810402,8650.502920810402,5457.974145745647,4.547473508864641e-13,0.0,True,17774.02477,6862.92597007093,False,False,True,False,0.41745534616999075,29789.367645812872,21712.696751017647,False,250.0,0.0,True,2116.825290476177,0.0,0.41745534616999075,1.0,0.9963478073843091,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2845.0,4.0,94.99999999999999,20.43481588124427,4.000155892832032,4890.714285714285,8319.412954990012,3671.73921243194,3146.73921243194,0.0,3146.73921243194,10199.858896493999,10199.858896493999,0.0,0.0,10199.858896493999,14400.0,6055.309359771754,4144.549536722245,6055.3093597717525,4944.709769199887,4.357171628935087e-05,0.9490216271449763,0.2,False,0.9804870539294374,0.0,False,0.0,0.0,0.0,10199.858896493999,10199.858896493999,4618.4354002721375,0.0,0.0,True,17774.02477,4827.062541052917,False,False,True,False,0.5914550619300385,29507.111161547655,21712.69820655764,False,250.0,0.0,True,2162.3010343189303,0.0,0.5914550619300385,1.0,0.9989241215061492,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2846.0,4.0,94.99999999999999,20.43481588124427,4.00009426085547,5000.0,6717.03349841732,3386.978758861766,2861.978758861766,0.0,2861.978758861766,9065.236570917657,9065.236570917657,0.0,0.0,9065.236570917657,14400.0,5355.1064349682965,3710.130135949361,5355.106434968295,4233.236035923391,4.542202833434463e-05,0.9490216271872042,0.2,False,0.9753958874870963,0.0,False,0.0,0.0,0.0,9065.236570917657,9065.236570917657,3300.8164407857626,9.094947017729282e-13,0.0,True,17774.02477,6210.28074259602,False,False,True,False,0.476842437074267,27904.73174718562,21712.698248768298,False,250.0,0.0,True,2197.3697985268145,0.0,0.476842437074267,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2847.0,4.0,94.99999999999999,13.986916276031652,4.000056994980193,5000.0,5454.608036509794,2587.1154642767256,1843.3322148649702,418.783249411755,2262.115464276725,5806.503230521615,7125.672000528611,0.0,909.0267124052559,7125.672000528611,14400.0,3435.5202728449985,2370.982957676616,3435.5202728449967,2549.5282458385273,2.7723807071343162e-05,0.9490216271884289,0.2,False,1.0,0.0,True,0.0,0.0,0.0,5806.503230521615,5806.503230521615,2838.254274725242,0.0,0.0,True,17774.024769999993,8673.525969157801,False,False,True,False,0.2691446802452522,26842.306286502197,21712.6982499924,False,250.0,0.0,True,2205.809442336082,0.0,0.2691446802452522,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2848.0,4.0,94.99999999999999,10.042048394308319,4.00003446210785,5000.0,3848.684904068256,325.0,0.0,0.0,0.0,4136.875177932089,4136.875177932089,0.0,0.0,4651.746750492213,14400.0,2417.432634081073,1719.4425438510161,2417.4326340810712,1540.874643503095,2.7356623262999364e-05,0.9490216271884645,0.2,False,0.9947364866272645,0.0,False,0.0,0.0,0.0,4136.875177932089,4136.875177932089,3494.4466065970287,-2.2737367544323206e-13,0.0,True,17774.02477,11850.716972846038,False,False,True,False,1e-09,25236.383154096166,21712.69825002791,False,250.0,0.0,True,2184.8127905818337,0.0,1e-09,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2849.0,4.0,94.99999999999999,7.653573553657958,4.00002083756979,5000.0,1849.9225041126429,325.0,0.0,0.0,0.0,3106.7457935994553,3106.7457935994553,0.0,0.0,4701.004736312726,14400.0,1791.953578742774,1314.7922148566813,1791.9535787427722,931.6436318311548,2.646025437827496e-05,0.9490216271884655,0.2,False,0.9897104104940436,0.0,False,0.0,0.0,0.0,3106.7457935994553,3106.7457935994553,1495.6842066424804,0.0,0.0,True,17774.02477,11832.517841877916,False,False,True,False,1e-09,23237.62075414158,21712.698250028934,False,250.0,0.0,True,2131.4470607016383,0.0,1e-09,1.0,0.9971670498506481,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2850.0,4.0,94.99999999999999,6.209155822803543,4.000012599470602,5000.0,456.22833909296884,325.0,0.0,0.0,0.0,2476.413429322084,2476.413429322084,0.0,0.0,4744.034240778463,14400.0,1410.024661663403,1066.388767658681,1410.0246616634013,563.3164586202528,2.571062274612436e-05,0.9490216271884655,0.2,False,0.9848971282824523,0.0,False,0.0,0.0,0.0,2476.413429322084,2476.413429322084,101.99004162283629,6.821210263296962e-13,0.0,True,17774.02477,11816.921893242961,False,False,True,False,1e-09,21843.926589121937,21712.698250028967,False,250.0,0.0,True,2084.3103669285856,0.0,1e-09,1.0,0.9945564241133257,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2851.0,4.0,94.99999999999999,5.335770829300245,4.000007618290475,5000.0,0.0,325.0,0.0,0.0,0.0,164.38341499016087,164.38341499016087,1178.8269415752839,0.0,4770.9252280795135,14400.0,0.0,164.38341499016087,1178.826941575282,340.60998156456645,2.5257553912301225e-05,0.936861100384304,0.2,False,0.9417623139660454,0.0,False,0.0,0.0,0.0,164.38341499016087,164.38341499016087,0.0,2.2737367544323206e-13,0.0,True,17774.02477,11807.319318077465,False,False,True,False,1e-09,21387.698250028967,21712.698250028967,False,250.0,0.0,True,2054.605191497353,0.0,1e-09,1.0,0.9929558251067502,1.0,NONE,False,1178.8269415752839,1178.8269415752839,False,False,91034.99999999878,0.0
2852.0,4.0,94.99999999999999,4.807676093435011,4.0000046064117765,5000.0,0.0,325.0,0.0,0.0,0.0,161.307173613115,161.307173613115,1035.4422442342911,0.0,4799.743334493446,14400.0,0.0,161.307173613115,1035.4422442342893,205.9503652653412,2.478488863501252e-05,0.9247127341069468,0.2,False,0.9038879749681207,0.0,False,0.0,0.0,0.0,161.307173613115,161.307173613115,0.0,2.2737367544323206e-13,0.0,True,17774.02477,11797.152270390343,False,False,True,False,1e-09,21035.187935939317,21360.187935939317,False,250.0,0.0,True,2022.5586989036979,0.0,1e-09,1.0,0.9912667428608554,1.0,NONE,False,1035.4422442342911,1035.4422442342911,False,False,91034.99999999878,0.0
2853.0,4.0,94.99999999999999,4.488362674445112,4.000002785274403,5000.0,0.0,325.0,0.0,0.0,0.0,158.03029926494656,158.03029926494656,944.6747220943835,0.0,4831.356773619429,14400.0,0.0,158.03029926494656,944.6747220943817,124.52822355402476,2.4281396050206113e-05,0.9125765161958669,0.2,False,0.8692731298816305,0.0,False,0.0,0.0,0.0,158.03029926494656,158.03029926494656,0.0,0.0,0.0,True,17774.02477,11786.146988062199,False,False,True,False,1e-09,20683.03013216376,21008.03013216376,False,250.0,0.0,True,1987.1494948545203,0.0,1e-09,1.0,0.9894448669367022,1.0,NONE,False,944.6747220943835,944.6747220943835,False,False,91034.99999999878,0.0
2854.0,4.0,94.99999999999999,4.2952892890170995,4.000001684120716,5000.0,0.0,325.0,0.0,0.0,0.0,154.90601959714564,154.90601959714564,886.345101991199,0.0,4862.440316750794,14400.0,0.0,154.90601959714564,886.3451019911972,75.29619365576399,2.380134967721093e-05,0.9004524345026981,0.2,False,0.8366857436542958,1.1368683772161603e-13,False,0.0,0.0,0.0,154.90601959714564,154.90601959714564,0.0,-4.547473508864641e-13,0.0,True,17774.02477,11775.47793889137,False,False,True,False,1e-09,20331.22448619197,20656.22448619197,False,250.0,0.0,True,1952.073044820657,0.0,1e-09,1.0,0.9876850347249364,1.0,NONE,False,886.345101991199,886.345101991199,False,False,91034.99999999878,0.0
2855.0,4.0,94.99999999999999,4.178547150857342,4.000001018306341,5000.0,0.0,325.0,0.0,0.0,0.0,151.96909240768193,151.96909240768193,847.8053563685753,0.0,4892.559500804492,14400.0,0.0,151.96909240768193,847.8053563685735,45.52796645199567,2.335009006060774e-05,0.8883404768912223,0.2,False,0.8054761622096116,0.0,False,0.0,0.0,0.0,151.96909240768193,151.96909240768193,0.0,-4.547473508864641e-13,0.0,True,17774.02477,11765.284248315918,False,False,True,False,1e-09,19979.770645866163,20304.770645866163,False,250.0,0.0,True,1917.8368017993607,0.0,1e-09,1.0,0.9860094497011437,1.0,NONE,False,847.8053563685753,847.8053563685753,False,False,91034.99999999878,0.0
2856.0,4.0,94.99999999999999,4.107958826346688,4.000000615720591,5000.0,0.0,325.0,0.0,0.0,0.0,149.16760574514709,149.16760574514709,821.2050742337342,0.0,4922.1602289030525,14400.0,0.0,149.16760574514709,821.2050742337324,27.528559264904196,2.2919640915736273e-05,0.8762406312373581,0.2,False,0.7752527398617888,0.0,False,0.0,0.0,0.0,149.16760574514709,149.16760574514709,0.0,2.2737367544323206e-13,0.0,True,17774.02477,11755.405214848797,False,False,True,False,1e-09,19628.668259380673,19953.668259380673,False,250.0,0.0,True,1883.9507286172343,0.0,1e-09,1.0,0.9843910021047746,1.0,NONE,False,821.2050742337342,821.2050742337342,False,False,91034.99999999878,0.0
2857.0,4.0,94.99999999999999,4.065277480654332,4.00000037229646,5000.0,0.0,325.0,0.0,0.0,0.0,146.93122909000778,146.93122909000778,803.2645825327418,0.0,4946.440602071666,14400.0,0.0,146.93122909000778,803.26458253274,16.645188315397945,2.2576021068571193e-05,0.8641528854291478,0.2,False,0.745713017571878,0.0,False,0.0,0.0,0.0,146.93122909000778,146.93122909000778,0.0,0.0,0.0,True,17774.02477,11747.40534087212,False,False,True,False,1e-09,19277.916975281674,19602.916975281674,False,250.0,0.0,True,1855.977362364017,0.0,1e-09,1.0,0.9830842987276616,1.0,NONE,False,803.2645825327418,803.2645825327418,False,False,91034.99999999878,0.0
2858.0,4.0,94.99999999999999,4.039470135279958,4.0000002251096625,5000.0,0.0,325.0,0.0,0.0,0.0,144.92828973307698,144.92828973307698,790.211850237756,0.0,4968.706546848929,14400.0,1.1368683772161603e-13,144.92828973307687,790.2118502377543,10.064540297561624,2.2268268922201786e-05,0.8520772273667457,0.2,False,0.7166899586354218,0.0,False,0.0,0.0,0.0,144.92828973307698,144.92828973307698,0.0,2.2737367544323206e-13,0.0,True,17774.02477,11740.151569497959,False,False,True,False,1e-09,18927.51644246677,19252.51644246677,False,250.0,0.0,True,1830.1832500391376,0.0,1e-09,1.0,0.9819024593837552,1.0,NONE,False,790.2118502377562,790.211850237756,False,False,91034.99999999878,0.0
2859.0,4.0,94.99999999999999,4.023865681754286,4.000000136112924,5000.0,0.0,325.0,0.0,0.0,0.0,142.95527125527286,142.95527125527286,779.7073180509204,0.0,4991.146670061054,14400.0,1.0231815394945443e-12,142.95527125527184,779.7073180509196,6.085540726959053,2.1965114126591028e-05,0.840013644962406,0.2,False,0.6881010835566432,0.0,False,0.0,0.0,0.0,142.95527125527286,142.95527125527286,0.0,2.2737367544323206e-13,0.0,True,17774.02477,11732.921137245896,False,False,True,False,1e-09,18577.46631018468,18902.46631018468,False,250.0,0.0,True,1804.0497604693048,0.0,1e-09,1.0,0.9807272470976733,1.0,NONE,False,779.7073180509215,779.7073180509204,False,False,91034.99999999878,0.0
2860.0,4.0,94.99999999999999,4.014430423446916,4.000000082300901,5000.0,0.0,325.0,0.0,0.0,0.0,140.7915496398849,140.7915496398849,769.9600509738227,0.0,4994.410971189185,14400.0,2.2737367544323206e-13,140.79154963988466,769.9600509738211,3.6796321386330018,2.1632657744935302e-05,0.8279621261404707,0.2,False,0.6599321752118185,0.0,False,0.0,0.0,0.0,140.7915496398849,140.7915496398849,0.0,0.0,0.0,True,18896.010083606256,12853.861377640853,False,False,True,False,1e-09,18227.766228034878,18552.766228034878,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,769.960050973823,769.9600509738227,False,False,91034.99999999878,0.0
2861.0,4.0,94.99999999999999,4.008725379102983,4.000000049763374,5000.0,83.12998587423598,325.0,0.0,0.0,0.0,138.81343234712583,138.81343234712583,761.6099922304384,0.0,4994.410971189185,14400.0,0.0,138.81343234712583,761.6099922304365,2.22489558169866,2.1328719515098072e-05,0.8187903888896364,0.2,False,0.6321318158633301,0.0,False,0.0,0.0,0.0,138.81343234712583,138.81343234712583,0.0,0.0,0.0,True,20106.8655210625,14064.716815097097,False,False,True,False,1e-09,17961.54583184146,18203.415845967225,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,False,761.6099922304384,761.6099922304384,False,False,91034.99999999878,0.0
2862.0,4.0,94.99999999999999,4.0052758147237215,4.000000030089504,5000.0,1085.3391886960928,325.0,0.0,0.0,0.0,1379.2552818942415,3280.1032536344737,0.0,1900.847971740232,4994.410971189185,14400.0,757.9458540710693,621.3094278231722,757.9458540710675,1.3452867468701284,2.1208306884588448e-05,0.8426508170772935,0.2,False,0.6912686880397279,0.0,False,0.0,0.0,0.0,1379.2552818942415,1379.2552818942415,0.0,0.0,0.0,True,20595.6512022375,14553.502496272096,False,False,True,False,1e-09,18697.883988851972,17937.54480015588,False,250.0,0.0,True,1800.2366540906219,0.0,1e-09,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,91034.99999999878,0.0
2863.0,4.0,94.99999999999999,4.003190029988441,4.000000018193667,4890.714285714285,3199.945173299819,1619.9008035217744,333.7001504579338,961.2006530638406,1294.9008035217744,1388.6804982674948,5388.680498267495,0.0,4000.0000000000005,5388.680498267495,14400.0,763.3204605790015,625.3600376884933,763.3204605789997,0.8134298284333712,2.1304133286259465e-05,0.8930935148810937,0.2,False,0.8187715324842674,0.0,False,0.0,0.0,0.0,1388.6804982674948,1388.6804982674948,0.0,4.547473508864641e-13,0.0,True,18840.4662562,12321.337356457996,False,False,True,False,0.03947107478039537,21504.15795546008,18629.21278216026,False,250.0,0.0,True,1800.2366540906219,0.0,0.03947107478039537,1.0,1.0,1.0,NONE,True,0.0,0.0,False,False,91144.28571428449,0.0
2864.0,4.0,94.99999999999999,4.001928856842033,4.00000001100083,4672.142857142857,5407.6758262419435,1686.8520075906752,355.50324253217775,1006.3487650584974,1361.8520075906752,1413.041899093552,5413.041899093551,0.0,3999.999999999999,5413.041899093551,14400.0,776.8372955767954,636.2046035167566,776.8372955767954,0.4918416741443007,2.1646157664354034e-05,0.9473997119315517,0.2,False,0.9459583278204781,0.0,False,0.0,0.0,0.0,1413.041899093552,1413.041899093552,2020.1952645148203,0.0,0.0,True,17774.02477,11172.08606827979,False,False,True,False,0.047940163242278226,25174.125527304586,20091.449701062644,False,250.0,0.0,True,1864.0520885514775,0.0,0.047940163242278226,1.0,0.9834587963692607,1.0,NONE,True,0.0,0.0,False,False,91362.85714285591,0.0
2865.0,4.0,94.99999999999999,4.0011662864394815,4.000000006651669,4453.571428571428,7101.104071712511,1671.3748888459006,386.42296268022176,959.9519261656789,1346.3748888459006,1440.3274871699914,5018.389039279129,0.0,1775.5460381642133,5018.389039279129,14400.0,791.5563130185747,648.7711741514167,791.5563130185747,0.29739287147946003,2.213499056483605e-05,0.948974591646015,0.2,False,1.0,0.0,True,0.0,0.0,0.0,1440.3274871699914,1440.3274871699914,5352.020567953155,0.0,0.0,True,17774.02477,11580.250452758399,False,False,True,False,0.01636339376987355,28441.786113821454,21665.682042108943,False,250.0,0.0,True,1955.5630372288786,0.0,0.01636339376987355,1.0,0.9878581600493702,1.0,NONE,True,0.0,0.0,False,False,91581.42857142733,0.0
