x0,x1,x2,x3,x4,x5,x6,x7,pv_kWp,battery_kWh,pcm_kg,compressor_kWh,feasible,failure_reason,unmet_kWh,rh_violation_hours,battery_soc_min,pcm_soc_min,pcm_candidate,pcm_transition_C,pcm_conductivity_W_mK,pcm_usable_enthalpy_J_kg,pcm_leakage_pct,pcm_cycle_retention_500,pcm_cost_INR_kg,pcm_data_status
18.00849885,30.0,997.01173688,10.0,11.99781461,19.26530814,5149.56097945,36.04611429,18.008498853531016,30.0,997.0117368813334,6348.479758669809,True,,1.509761204943061e-13,0,0.402119895902463,0.37773912169562496,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
19.11098905,35.0,1000.0,10.0,12.0,20.0,12000.0,40.0,19.11098904748778,35.0,1000.0,6032.855641318715,True,,1.2732925824820997e-13,0,0.540759713623623,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.37797548,29.84887082,313.45581724,8.88236974,11.48220646,19.61163721,9434.47173133,30.26858029,18.37797548323924,29.848870818766354,313.4558172390868,6304.948523886249,False,POST_SIM_CONSTRAINT,3.838067641481757e-13,0,0.4129931706323568,0.062255190791065784,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
21.47147188,30.0,998.96224214,10.0,12.0,17.46349287,11972.95361693,38.3517665,21.47147187612572,30.0,998.962242139239,6046.078251201079,True,,1.4915713109076024e-13,0,0.5084157335226865,0.3779777402760136,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,30.0,1000.0,7.33646588,11.47466777,19.58291787,11934.53023955,30.96233086,18.0,30.0,1000.0,7132.476941763766,True,,1.4915713109076022e-12,0,0.2775893685744571,0.3781043170368841,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.25621367,30.0,987.49017723,9.9349004,11.56002653,18.0,10823.47804055,40.0,14.25621367495385,30.0,987.4901772289687,6071.057803199761,True,,1.4915713109076024e-13,0,0.26101657126321787,0.3765607578540421,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
20.2138456,29.21755099,821.21331834,9.43370608,11.1567311,19.99399964,12000.0,37.73808907,20.213845597607655,29.217550990143813,821.2133183431738,6447.345807670021,True,,6.857590051367879e-13,0,0.4811115680719303,0.3515798324944306,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.16090014,30.0019508,887.22347542,9.83239816,11.81006756,19.53032068,6911.6538879,18.51407196,14.160900144122802,30.001950802011468,887.2234754152717,5887.129132837614,False,POST_SIM_CONSTRAINT,3.637978807091713e-13,0,0.30742721594722144,0.3721803375605125,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,31.01533164,998.63169313,7.23252081,10.3968967,19.1131764,6687.59493752,39.97764466,18.0,31.015331640393697,998.6316931327549,7027.858725218052,True,,2.582964953035116e-13,0,0.36819027217414574,0.37793736753748886,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,35.0,996.37538293,9.93376977,12.0,19.08978046,10817.03983416,40.0,18.0,35.0,996.3753829322308,6150.467766323707,True,,5.857145879417658e-13,0,0.4409411109725448,0.3776610701532517,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.25629108,30.0,874.5153446,9.9349004,10.94819442,18.0,10993.4618239,40.0,14.256291083342607,30.0,874.5153445965618,6003.334421111374,True,,1.6916601452976465e-13,0,0.2577561694551341,0.36062178208502715,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,30.0,1000.0,10.0,12.0,18.0,10231.13633991,40.0,18.0,30.0,1000.0,6151.0764252269455,True,,1.255102688446641e-13,0,0.36444141201871094,0.3781043170368854,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
22.0824196,33.6641927,656.60655905,8.89892565,11.97606753,18.62722216,7405.26193452,30.26858029,22.08241960012473,33.66419269897739,656.6065590486589,6618.241117827961,True,,1.509761204943061e-13,0,0.5089363271295383,0.23695002540439902,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,35.0,996.37538293,10.0,11.90300138,19.09276549,12000.0,40.0,18.0,35.0,996.3753829322308,6015.019026652252,True,,1.2732925824820997e-13,0,0.43729015211334327,0.3776610701532519,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,30.0,1000.0,10.0,11.77363985,18.054564,12000.0,40.0,16.0,30.0,1000.0,5969.1947943953855,True,,1.1823431123048067e-13,0,0.3125997060516497,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.2827965,32.99885183,1000.0,10.0,12.0,17.4709914,5408.8599611,39.93085893,18.282796496396266,32.99885182774528,1000.0,6424.35466374079,True,,1.1823431123048067e-13,0,0.44849701741981807,0.3781043170368854,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
22.93922917,32.37015243,688.26529778,9.95129629,9.8563795,17.43568815,5523.76203868,16.98546232,22.9392291694213,32.370152426037336,688.2652977791986,10000.0,False,COMPRESSOR_GT_EVAPORATOR_CAPACITY,,,,,BIOCHAR_CS_CA_LA_OA,,,,,,,literature_core_properties_plus_screening_assumptions
16.64728267,30.0,998.63169313,7.34251917,10.3752654,17.41201825,6687.59493752,39.38137751,16.647282666171755,30.0,998.6316931327549,6981.409488608468,True,,4.156390787102282e-13,0,0.30163332164151174,0.37793736753748886,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,30.0,1000.0,10.0,12.0,18.04355621,12000.0,39.94851721,16.0,30.0,1000.0,5966.040547906983,True,,1.2369127944111825e-13,0,0.31259970721796415,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
19.80437467,30.07907229,998.88854351,6.05374595,6.97999037,19.94805783,3940.85545047,16.91311485,19.80437467396712,30.07907228923869,998.8885435111248,6773.413128580431,False,POST_SIM_CONSTRAINT,6.129994289949537e-13,0,0.35869649517867674,0.3938803357385433,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.40937904,13.47189383,991.4962596,9.99937184,11.97053104,14.2318125,4326.4076958,22.46004324,18.409379037379477,13.47189382854299,991.4962595991685,10000.0,False,EVAPORATOR_AIRFLOW_RATIO_OUT_OF_RANGE,,,,,BIOCHAR_CS_CA_LA_OA,,,,,,,literature_core_properties_plus_screening_assumptions
23.32004717,30.0,986.24153202,9.92721447,11.73360585,17.90730012,5713.68024298,40.0,23.320047169448078,30.0,986.2415320188704,6640.773329028095,True,,1.4370016288012266e-13,0,0.5224109765828172,0.37640454190553196,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
24.37579173,30.0,976.91677097,9.86641132,11.87750045,17.43968128,11999.04402184,39.97405209,24.375791727146755,30.0,976.9167709699746,6289.6017385954765,True,,1.1386873666197062e-12,0,0.49540674597513834,0.37522531532486714,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.3844067,30.0019508,887.22347542,9.83239816,11.76987264,17.99858376,6911.6538879,18.31670161,14.384406700790318,30.001950802011468,887.2234754152717,5878.590068705449,False,POST_SIM_CONSTRAINT,3.7289282772690056e-13,0,0.3135694804811808,0.3733213872674167,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.0,29.88461773,818.40099695,9.8012466,9.79168553,17.91750773,11869.14176084,25.28129668,14.0,29.884617729885655,818.4009969521708,10000.0,False,COMPRESSOR_GT_EVAPORATOR_CAPACITY,,,,,BIOCHAR_CS_CA_LA_OA,,,,,,,literature_core_properties_plus_screening_assumptions
21.57878298,13.15361213,429.31795897,6.12545543,11.56123232,19.98937811,10780.9165007,39.52084598,21.578782977710176,13.153612133261596,429.3179589700714,7462.772028907817,False,POST_SIM_CONSTRAINT,180.1059814851273,22.0,0.2,0.015241614095310108,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.27863005,29.85692072,728.2116987,7.36648431,10.46156463,19.24150103,5631.86863184,39.99718723,18.27863005451962,29.85692071831251,728.2116986981345,6863.45105144681,True,,3.6743585951626303e-13,0,0.3118671949239239,0.2716994440339885,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
13.92162387,29.99731112,630.5122733,9.81106867,11.83114948,17.79777672,12000.0,38.86731732,13.921623872544984,29.99731112085536,630.5122732978305,6447.671839496964,True,,1.5643308870494364e-13,0,0.26749226443279506,0.1894967932600391,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
11.33597186,29.3030466,597.6306415,3.06384526,11.79527365,9.04559081,7215.92321106,39.98657622,11.335971858769648,29.303046597837607,597.6306414961336,10000.0,False,ROOM_T_LIMIT,,0,0.2,nan,BIOCHAR_CS_CA_LA_OA,,,,,,,literature_core_properties_plus_screening_assumptions
18.00416644,29.99461512,1000.0,9.9147917,11.88291787,17.49008567,11652.35965858,39.99292832,18.004166441876645,29.994615124768742,1000.0,6110.832169290734,True,,5.893525667488575e-13,0,0.35887368209286785,0.3781043170368843,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
15.61708743,29.88730661,817.67716778,9.98638111,11.99923997,19.26308688,11869.14176084,25.50079321,15.617087426624295,29.887306609030293,817.6771677776112,5823.334729782265,True,,5.729816621169448e-13,0,0.30063080792425934,0.3509382976114307,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
24.86921497,23.3527912,1000.0,9.19544823,5.98635552,20.0,12000.0,39.99929435,24.869214967282687,23.352791197256025,1000.0,10000.0,False,COMPRESSOR_GT_EVAPORATOR_CAPACITY,,,,,BIOCHAR_CS_CA_LA_OA,,,,,,,literature_core_properties_plus_screening_assumptions
18.28300584,32.986063,613.83255177,10.0,12.0,17.4709914,5289.30464064,39.93085893,18.28300583599173,32.98606300242391,613.8325517676193,6357.263543797123,True,,8.549250196665525e-14,0,0.44959878911791173,0.13212620407461817,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,34.98617486,996.37538293,8.89001982,11.90300138,19.09276549,7428.23310447,40.0,18.0,34.98617485939059,996.3753829322308,6911.6839539581115,True,,1.1132215149700641e-12,0,0.45640971476714004,0.3776610701532519,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.25280535,30.0,993.84945842,9.99516742,12.0,19.57223769,10723.78242274,40.0,14.25280534744962,30.0,993.8494584195241,6030.7402261434345,True,,2.2191670723259449e-13,0,0.25942327363056983,0.3773502693010886,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
17.9626209,34.84843032,998.69889193,9.9990056,12.0,18.01131237,11935.03339233,40.0,17.962620903903375,34.84843032099894,998.6988919260319,6007.228264194844,True,,4.5656634029001e-13,0,0.4350583381702132,0.3779455772563448,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.26605002,34.91139684,1000.0,9.99032399,11.20595264,19.94282882,12000.0,40.0,16.2660500166728,34.91139683863231,1000.0,5990.960933540741,True,,2.9103830456733704e-13,0,0.40276136927205836,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,35.0,1000.0,10.0,12.0,17.2874063,11938.99572604,39.74493745,18.0,35.0,1000.0,6000.688223574375,True,,1.509761204943061e-13,0,0.43746272008058396,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
17.82219689,30.0,999.99861203,10.0,11.69334547,18.0,11954.68942298,40.0,17.82219688822564,30.0,999.9986120269236,6025.28718782892,True,,1.2732925824820997e-13,0,0.35602253275504064,0.3781041479192663,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.06998416,30.0,630.5122733,10.0,11.97222057,19.17661967,12000.0,40.0,18.06998416001122,30.0,630.5122732978305,6631.563690792356,True,,1.1823431123048067e-13,0,0.3584983386794917,0.27016004974984253,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,30.38220489,1000.0,10.0,12.0,19.92880653,12000.0,39.0210172,16.0,30.38220489364835,1000.0,5937.351721119191,True,,1.2369127944111825e-13,0,0.3201025481758749,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
17.99009396,30.0,1000.0,10.0,12.0,18.0,11897.06428798,40.0,17.990093958365364,30.0,1000.0,6015.224839431068,True,,1.3642420526593923e-13,0,0.3579927276733046,0.3781043170368855,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.30730443,29.90858049,871.58724417,9.9349004,10.94819442,18.05538385,11984.40696799,40.0,14.307304427316225,29.90858048579105,871.5872441671064,5952.993527547496,True,,1.709850039333105e-13,0,0.27632010160217935,0.36015376447142067,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
17.70853198,30.02035554,1000.0,10.0,12.0,17.46349287,5413.56191237,39.99936691,17.708531980896996,30.020355539604402,1000.0,6405.932969457475,True,,1.2732925824820997e-13,0,0.39612875166491596,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.03392785,30.0,986.24153202,9.9349004,12.0,17.90730012,10815.85933483,40.0,16.0339278470877,30.0,986.2415320188704,6112.868415025076,True,,1.3278622645884751e-13,0,0.32123808610409693,0.3764045419055322,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.2827965,30.0,1000.0,10.0,12.0,17.46349287,5303.60996545,26.81538762,18.282796496396266,30.0,1000.0,6216.6643736801825,True,,1.3460521586239337e-13,0,0.40315346452952955,0.3781043170368854,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.2827965,30.0,1000.0,9.86334291,12.0,17.47058632,10729.88965768,36.04611429,18.282796496396266,30.0,1000.0,6147.204220708152,True,,2.837623469531536e-13,0,0.474087313127347,0.37810431703688396,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
22.99367552,35.0,1000.0,10.0,12.0,20.0,12000.0,37.6444259,22.993675521411923,35.0,1000.0,6045.216274584407,True,,1.3096723705530166e-13,0,0.5834486539312133,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
13.92162387,29.99731112,991.55895665,9.91451609,11.74451699,17.79777672,11824.40523374,38.86731732,13.921623872544984,29.99731112085536,991.5589566537992,5995.24976620574,False,POST_SIM_CONSTRAINT,0.2977644771037823,2.0,0.23241846203105884,0.37706706748862184,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,29.85907246,999.95199364,10.0,10.60036165,18.04355621,4990.33790855,36.29656537,16.0,29.85907246090524,999.9519936376453,6253.70838992365,True,,1.3278622645884751e-13,0,0.3803457898024679,0.3780984674277592,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,35.0,996.37538293,9.99958802,11.90300138,19.10328192,10745.56432994,40.0,18.0,35.0,996.3753829322308,6092.281268936905,True,,4.547473508864641e-13,0,0.4411841729114876,0.3776610701532517,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
21.47147188,28.12216824,998.96224214,10.0,11.99773782,18.70936857,11972.95361693,38.42395108,21.47147187612572,28.122168239445937,998.962242139239,6046.468709568061,True,,1.4915713109076024e-13,0,0.4813005202723592,0.3779777402760136,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
17.50308142,30.06054777,1000.0,10.0,12.0,17.46308779,4883.90612707,36.29658593,17.503081424185048,30.060547768788027,1000.0,6317.098249469096,True,,1.3460521586239337e-13,0,0.40121041493377785,0.3781043170368845,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,30.0,1000.0,10.0,11.99840097,18.01133745,12000.0,36.97922032,16.0,30.0,1000.0,5888.1298830407495,True,,1.6552803572267293e-13,0,0.31259977448576026,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,30.38553778,997.68266992,10.0,11.67056912,19.92880653,12000.0,40.0,16.0,30.38553777614391,997.6826699222607,5969.593068371417,True,,1.1641532182693482e-13,0,0.3201671190651961,0.377821306726855,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,30.0,1000.0,10.0,12.0,19.02816927,12000.0,39.9989962,16.0,30.0,1000.0,5969.1884379163475,True,,1.2369127944111825e-13,0,0.31259970607439,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
23.10555773,35.0,884.22827635,10.0,12.0,20.0,12000.0,38.20667224,23.105557728425996,35.0,884.2282763487893,6127.4316791984,True,,1.2369127944111825e-13,0,0.5840082774700476,0.36215208006371635,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
20.37197088,34.91790118,816.97857817,9.43187007,11.16538359,20.0,12000.0,37.70333573,20.371970876806415,34.91790117591504,816.9785781651622,6443.295360701459,True,,2.837623469531536e-13,0,0.5535760210589524,0.3508109016025207,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.44206624,30.01511707,996.38715567,9.99978059,12.0,17.47058632,11295.88749353,39.88674451,18.44206623833492,30.015117071059628,996.3871556724702,6076.364265279562,True,,4.0745362639427186e-13,0,0.47348323193315245,0.3776625150351295,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
19.04950806,30.0,933.92486705,10.0,11.99880875,18.56661279,4828.65676189,38.73709358,19.049508064260092,30.0,933.924867050777,6307.252949871113,True,,1.5279510989785195e-13,0,0.4172973570243266,0.3694840543756961,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.25629108,30.0,874.5153446,6.88878736,10.39658407,18.0,10993.4618239,39.9994329,14.256291083342607,30.0,874.5153445965618,6959.148115463249,False,POST_SIM_CONSTRAINT,15.540355815194488,16.0,0.2,0.36062178208502715,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
22.0824196,34.90181716,656.60655905,8.89892565,11.97606753,19.91745136,7405.26193452,30.09483269,22.08241960012473,34.90181715604923,656.6065590486589,6616.307691149925,True,,1.509761204943061e-13,0,0.5233173193349396,0.23729267969878487,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,30.0,994.57001304,9.90361966,11.50316541,19.58334067,12000.0,39.96969066,18.0,30.0,994.5700130376214,6089.286242835106,True,,9.276845958083867e-14,0,0.35775689580707853,0.3774390903786333,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
17.44912653,25.05407966,1000.0,10.0,11.25687291,17.46349287,5149.56097945,38.02035332,17.44912652621478,25.054079658952414,1000.0,6365.442874477398,True,,1.4006218407303095e-13,0,0.3369961066417224,0.37810431703688496,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
24.37579173,30.0,999.71086377,8.83035612,11.99965895,16.61657212,11999.43693871,39.99973081,24.375791727146755,30.0,999.7108637656818,7119.353524313146,True,,3.292370820418e-13,0,0.45527050681401043,0.37806907708845183,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,30.09766792,1000.0,10.0,12.0,18.0,5251.91218195,40.0,16.0,30.09766791966554,1000.0,6323.867953525085,True,,1.8371792975813152e-13,0,0.38132353399404706,0.3781043170368854,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.07979833,30.0,999.65639577,9.94230125,12.0,20.0,11975.43553338,40.0,14.07979832538699,30.0,999.656395767486,5987.067992799487,False,POST_SIM_CONSTRAINT,0.29776447710402526,2.0,0.23985362139498104,0.37806243624340385,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.2740883,30.01278877,973.6528396,10.0,11.97323763,17.4737948,11932.27951337,40.0,18.274088303269785,30.012788765669097,973.652839602735,6031.239973328745,True,,1.1459633242338896e-13,0,0.4683421491706428,0.3748072180428592,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
24.92256226,33.64022277,652.82697181,9.9644457,11.48220646,18.62722216,11880.60182475,30.26858029,24.922562260557555,33.64022276724492,652.8269718113457,6635.290478000183,True,,2.8740032576024533e-13,0,0.6206150235507452,0.29390536854206184,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,30.0,853.95770581,10.0,11.97158452,19.98288999,11986.6841581,39.96969066,18.0,30.0,853.9577058051451,6060.389057574249,True,,1.218722900375724e-13,0,0.35780068536687537,0.3572681171204565,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.29359277,30.04759579,991.00294927,9.93439786,11.56002653,19.94677051,10865.27642705,40.0,14.293592771049594,30.047595785923207,991.0029492658289,6055.657696015554,True,,7.457856554538012e-14,0,0.2699450298038967,0.3769981243429916,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
16.0,30.0,1000.0,9.99918754,11.77363985,18.054564,12000.0,40.0,16.0,30.0,1000.0,5969.194794395385,True,,8.985807653516531e-13,0,0.31259970605164994,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.0131537,30.0,874.04190071,9.9349004,12.0,19.99976964,10861.13866584,39.99989682,14.013153699490093,30.0,874.0419007121762,6012.751965664089,False,POST_SIM_CONSTRAINT,0.5490065234288731,4.0,0.21123446396525056,0.36054632084507576,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
20.17780311,30.0,998.84701783,10.0,12.0,18.0,10239.29584515,40.0,20.17780311177401,30.0,998.8470178335759,6191.591253268312,True,,1.2005330063402653e-13,0,0.5007268974744316,0.3779636699921475,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
21.93001581,30.0,1000.0,10.0,11.99878855,19.9996814,12000.0,40.0,21.930015814084545,30.0,1000.0,6101.193743772224,True,,1.2369127944111825e-13,0,0.5140846637234637,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
20.00990604,30.0,1000.0,10.0,12.0,17.64776905,12000.0,40.0,20.009906041634622,30.0,1000.0,6048.617311908017,True,,1.3096723705530166e-13,0,0.48983965623283393,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
17.94898666,34.94888528,997.35385538,10.0,12.0,19.02829228,10986.04377718,40.0,17.948986656025504,34.94888528267845,997.3538553792017,6081.941415082137,True,,1.291482476517558e-13,0,0.43922001009980616,0.37778104284670144,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.25629108,29.8311803,988.3804672,9.9349004,12.0,18.0,10824.25754894,39.99343289,14.256291083342607,29.83118030347685,988.3804671971934,6070.710390874157,True,,1.8553691916167735e-13,0,0.25755502533634717,0.3766718996281718,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
14.21912241,30.0,1000.0,10.0,12.0,18.0,11981.10002521,40.0,14.219122406982487,30.0,1000.0,5950.070598862423,True,,1.2732925824820997e-13,0,0.275843512299354,0.3781043170368861,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
25.0,35.0,1000.0,10.0,12.0,20.0,11707.3044946,40.0,25.0,35.0,1000.0,6199.365707769846,True,,1.546140993013978e-13,0,0.5757252752488003,0.37810431703688463,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
18.0,30.0,1000.0,10.0,12.0,18.0,5297.75905071,40.0,18.0,30.0,1000.0,6406.109999548227,True,,1.9281287677586078e-13,0,0.40022717867110214,0.3781043170368851,BIOCHAR_CS_CA_LA_OA,3.1,1.853,104900.0,6.49,0.977,180.0,literature_core_properties_plus_screening_assumptions
